@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average9" NUMERIC
@DATA
3.548E1,2.365E-1,5.275E-5,1.944E2,2.093E-4,7.769E-3,9.363E-2,6.752E1,6.747E1,7.176E-1,1.454E3,3.586E1,7.909E0,5.075E0,3.225E0,3.471E0,2.667E0,2.708E0,2.171E0,2.355E0,1.999E0,1.924E0,1.806E0,1.734E0,2.901E-1,4.006E-1,2.462E-1,2.028E-1,1.896E-1,1.469E-1,1.539E-1,1.211E-1,1.239E-1,0E0,1.358E-2,3.087E1,1.762E3,1.475E5,2.223E7,NaN,NaN,3.236E0,1.021E-1,1.74E6,2.156E7,2.195E14,2.72E15,3.37E16,5.541E22,2.449E16,3.034E17,1.055E26,1.021E-1,1.746E6,2.162E7,2.209E14,2.736E15,3.389E16,5.594E22,2.464E16,3.051E17,1.064E26,3.106E1,2.118E-1,6.445E-6,1.586E3,1.017E-4,3.987E-3,6.786E-1,8.127E1,1.445E2,5.721E-1,1.75E3,-2.183E2,-7.642E-1,4.62E0,3.521E-1,2.235E-1,-1.016E0,-1.251E0,-3.733E-1,-1.266E0,-4.032E-1,-2.53E-1,1.946E-1,-2.015E-2,-7.895E-1,1.443E-1,-2.286E-1,-5.314E-2,-9.674E-2,1.94E-2,-7.925E-2,1.742E-2,-7.24E-2,0E0,7.982E-3,7.051E1,4.274E3,2.145E5,5.592E7,NaN,NaN,-8.341E0,7.984E-2,1.26E8,1.561E9,-1.588E16,-1.967E17,-2.436E18,4.002E24,1.771E18,2.193E19,7.605E27,7.984E-2,1.264E8,1.565E9,-1.598E16,-1.979E17,-2.45E18,4.041E24,1.782E18,2.206E19,7.67E27
1.443E1,1.075E-1,4.36E-5,2.436E2,3.085E-4,1.172E-2,9.078E-2,3.322E1,5.48E1,2.219E0,7.153E2,5.239E1,6.178E0,3.287E0,2.535E0,2.331E0,2.22E0,2.12E0,1.948E0,1.966E0,1.874E0,1.811E0,1.776E0,1.776E0,1.16E-1,2.685E-1,2.244E-1,1.354E-1,1.202E-1,1.041E-1,1.042E-1,8.985E-2,9.425E-2,0E0,2.266E-2,1.772E1,1.182E3,9.575E4,1.623E7,NaN,NaN,5.638E0,1.807E-1,6.027E6,7.465E7,7.611E14,9.427E15,1.167E17,1.923E23,8.487E16,1.051E18,3.652E26,1.807E-1,6.046E6,7.486E7,7.66E14,9.484E15,1.174E17,1.941E23,8.538E16,1.057E18,3.683E26,1.696E1,1.041E-1,7.751E-6,1.618E3,2.488E-4,9.793E-3,6.541E-1,4.71E1,1.534E2,2.927E0,1.014E3,-1.791E2,7.543E0,2.013E0,1.677E0,4.51E-1,-8.014E-1,-8.34E-1,-8.841E-1,-1.699E0,-8.461E-1,-5.998E-1,-2.963E-1,3.131E-1,-9.317E-1,3.659E-1,-5.739E-2,1.148E-1,-2.809E-2,7.265E-2,-3.642E-2,5.767E-2,-1.201E-2,0E0,2.058E-2,4.724E1,3.139E3,2.769E5,4.996E7,NaN,NaN,-7.707E0,2.058E-1,1.26E8,1.56E9,-1.59E16,-1.97E17,-2.439E18,4.015E24,1.773E18,2.196E19,7.629E27,2.058E-1,1.264E8,1.564E9,-1.6E16,-1.981E17,-2.453E18,4.054E24,1.784E18,2.209E19,7.694E27
2.756E1,1.953E-1,1.733E-3,2.689E2,6.272E-4,2.445E-2,1.202E-1,5.559E1,6.601E1,8.017E0,1.197E3,1.042E2,9.677E0,4.478E0,3.175E0,3.027E0,2.498E0,2.024E0,2.063E0,1.834E0,1.699E0,1.823E0,1.638E0,1.568E0,2.35E-1,3.726E-1,2.458E-1,1.572E-1,1.358E-1,1.174E-1,1.179E-1,9.884E-2,9.619E-2,0E0,7.083E-2,2.891E1,1.754E3,1.469E5,2.428E7,NaN,NaN,1.133E1,5.402E-1,1.251E7,1.549E8,1.582E15,1.959E16,2.426E17,4.003E23,1.764E17,2.184E18,7.597E26,5.402E-1,1.255E7,1.553E8,1.592E15,1.971E16,2.439E17,4.041E23,1.774E17,2.196E18,7.661E26,2.239E1,1.478E-1,9.169E-5,1.554E3,2.46E-4,1.028E-2,6.788E-1,5.92E1,1.504E2,4.97E0,1.275E3,-2.079E2,5.742E0,1.744E0,9.94E-1,-2.012E-1,-9.298E-1,-2.376E-1,-4.128E-1,-7.153E-1,-2.88E-1,-4.764E-1,-3.852E-1,4.546E-1,-8.621E-1,2.633E-1,-7.147E-2,6.542E-2,-4.79E-2,6.921E-2,-5.848E-2,4.711E-2,-3.181E-2,0E0,2.448E-2,5.15E1,3.31E3,2.398E5,4.886E7,NaN,NaN,-8.833E0,2.449E-1,1.252E8,1.55E9,-1.584E16,-1.961E17,-2.428E18,4.007E24,1.766E18,2.186E19,7.604E27,2.449E-1,1.256E8,1.555E9,-1.594E16,-1.973E17,-2.442E18,4.045E24,1.776E18,2.198E19,7.669E27
4.134E1,2.71E-1,2.114E-4,2.313E2,1.483E-4,7.735E-3,1.247E-1,7.311E1,6.439E1,1.596E0,1.574E3,3.638E1,1.163E1,4.818E0,3.172E0,2.384E0,2.234E0,2.016E0,1.83E0,1.742E0,1.547E0,1.457E0,1.388E0,1.346E0,3.283E-1,2.347E-1,1.922E-1,1.436E-1,1.366E-1,1.235E-1,1.09E-1,1.168E-1,1.115E-1,0E0,3.985E-2,3.045E1,9.186E2,1.165E5,1.313E7,NaN,NaN,2.512E0,3.135E-1,9.769E3,2.016E5,2.473E12,4.077E13,6.32E14,9.391E20,3.681E14,5.703E15,2.972E24,3.135E-1,9.769E3,2.016E5,2.481E12,4.09E13,6.338E14,9.452E20,3.693E14,5.719E15,2.989E24,6.451E1,4.213E-1,1.525E-5,1.495E3,1.005E-4,5.931E-3,6.489E-1,1.36E2,1.585E2,1.358E0,2.929E3,-1.913E2,-8.158E0,4.016E-2,2.251E0,1.452E0,1.299E-1,-5.387E-1,-2.933E-2,-6.15E-1,-5.376E-2,-4.682E-1,-1.917E-1,3.376E-1,-5.558E-1,2.548E-1,-7.295E-2,1.488E-1,-3.968E-2,9.642E-2,-5.735E-2,1.212E-1,-4.027E-2,0E0,2.979E-2,8.824E1,3.972E3,1.631E5,4.297E7,NaN,NaN,-7.575E0,2.98E-1,1.266E8,1.567E9,-1.602E16,-1.984E17,-2.457E18,4.056E24,1.786E18,2.212E19,7.701E27,2.98E-1,1.27E8,1.572E9,-1.612E16,-1.996E17,-2.47E18,4.095E24,1.797E18,2.224E19,7.766E27
4.094E1,3.009E-1,7.054E-6,1.71E2,7.608E-5,2.841E-3,8.081E-2,7.861E1,2.822E1,4.395E-1,1.693E3,4.221E1,8.392E0,4.218E0,2.132E0,1.836E0,1.666E0,1.574E0,1.515E0,1.369E0,1.304E0,1.259E0,1.207E0,1.155E0,3.195E-1,1.967E-1,1.395E-1,1.411E-1,1.379E-1,1.005E-1,9.605E-2,9.479E-2,8.96E-2,0E0,7.135E-3,2.911E1,9.036E2,1.686E5,1.716E7,NaN,NaN,4.562E0,6.177E-2,4.188E6,5.189E7,5.306E14,6.574E15,8.146E16,1.344E23,5.919E16,7.334E17,2.558E26,6.177E-2,4.201E6,5.203E7,5.34E14,6.613E15,8.192E16,1.357E23,5.954E16,7.375E17,2.58E26,6.733E1,4.932E-1,1.372E-6,1.602E3,5.204E-5,2.448E-3,5.976E-1,1.507E2,2.007E2,2.523E-1,3.245E3,-2.031E2,-2.89E0,2.843E0,1.861E0,7.369E-1,2.324E-2,1.125E0,-1.356E-1,1.115E-1,-5.546E-1,-7.724E-2,-2.983E-1,6.847E-1,-5.176E-1,-2.032E-2,-1.143E-1,8.196E-2,2.643E-2,6.036E-2,-9.835E-2,3.107E-2,-4.891E-2,0E0,8.523E-3,9.286E1,5.029E3,1.815E5,5.942E7,NaN,NaN,-8.664E0,8.526E-2,1.265E8,1.568E9,-1.603E16,-1.986E17,-2.46E18,4.06E24,1.788E18,2.215E19,7.721E27,8.526E-2,1.269E8,1.572E9,-1.613E16,-1.998E17,-2.474E18,4.1E24,1.799E18,2.227E19,7.786E27
2.902E1,1.995E-1,8.97E-5,2.887E2,3.94E-4,1.496E-2,1.431E-1,5.636E1,5.986E1,3.153E0,1.214E3,1.457E2,7.561E0,3.587E0,2.984E0,2.461E0,2.146E0,1.859E0,1.708E0,1.641E0,1.604E0,1.376E0,1.358E0,1.329E0,2.387E-1,2.872E-1,1.974E-1,1.612E-1,1.428E-1,1.245E-1,1.141E-1,9.733E-2,1.036E-1,0E0,3.039E-2,2.589E1,1.39E3,9.267E4,1.634E7,NaN,NaN,1.621E1,2.401E-1,1.888E7,2.341E8,2.395E15,2.969E16,3.681E17,6.077E23,2.673E17,3.314E18,1.158E27,2.401E-1,1.894E7,2.347E8,2.411E15,2.987E16,3.701E17,6.135E23,2.689E17,3.333E18,1.167E27,3.676E1,2.757E-1,1.523E-5,1.569E3,1.86E-4,7.701E-3,6.486E-1,9.656E1,1.598E2,2.197E0,2.079E3,-2.134E2,-2.739E0,6.695E0,2.663E0,1.098E0,4.417E-1,1.239E-1,1.86E-1,-7.095E-1,-3.302E-1,-2.933E-1,2.626E-1,2.267E-1,-7.389E-1,1.762E-1,-3.027E-1,-3.896E-2,-1.695E-1,1.258E-2,-1.129E-1,4.057E-2,-6.635E-2,0E0,1.949E-2,7.497E1,4.024E3,1.669E5,4.518E7,NaN,NaN,-1.02E1,1.949E-1,1.24E8,1.537E9,-1.573E16,-1.949E17,-2.416E18,3.989E24,1.755E18,2.176E19,7.6E27,1.949E-1,1.244E8,1.541E9,-1.583E16,-1.961E17,-2.43E18,4.028E24,1.766E18,2.188E19,7.664E27
5.774E0,4.936E-2,2.555E-4,1.45E2,2.816E-4,1.016E-2,8.843E-2,1.674E1,2.638E1,1.28E0,3.605E2,1.288E1,4.135E0,2.439E0,2.431E0,2.092E0,1.764E0,1.753E0,1.611E0,1.498E0,1.355E0,1.282E0,1.236E0,1.152E0,4.506E-2,1.731E-1,1.395E-1,1.183E-1,9.672E-2,7.93E-2,7.084E-2,6.464E-2,6.419E-2,0E0,1.215E-2,1.084E1,8.128E2,6.26E4,1.027E7,NaN,NaN,1.823E0,9.224E-2,5.684E4,6.691E5,1.444E13,1.745E14,2.108E15,5.505E21,1.571E15,1.898E16,9.964E24,9.224E-2,5.684E4,6.691E5,1.449E13,1.751E14,2.114E15,5.54E21,1.576E15,1.903E16,1.002E25,5.127E0,2.224E-2,1.332E-5,1.577E3,1.587E-4,5.291E-3,6.968E-1,1.638E1,2.061E2,8.16E-1,3.526E2,-1.879E2,3.099E0,1.324E0,-1.435E0,-1.1E-1,7.601E-1,-4.15E-1,-3.487E-1,-5.338E-1,-4.416E-1,-4.328E-1,-2.737E-1,3.599E-1,-9.636E-1,-8.975E-2,-7.248E-2,3.85E-2,-8.763E-2,8.279E-2,-2.801E-2,5.531E-2,-5.326E-2,0E0,1.199E-2,5.373E1,4.756E3,4.203E5,7.92E7,NaN,NaN,-8.635E0,1.199E-1,1.27E8,1.575E9,-1.614E16,-2.002E17,-2.482E18,4.101E24,1.802E18,2.235E19,7.821E27,1.199E-1,1.275E8,1.58E9,-1.624E16,-2.014E17,-2.496E18,4.141E24,1.813E18,2.247E19,7.887E27
3.892E1,2.339E-1,3.204E-6,1.717E2,6.906E-5,2.607E-3,8.558E-2,7.476E1,5.874E1,1.329E-1,1.61E3,3.216E1,6.928E0,4.838E0,3.819E0,2.946E0,2.648E0,2.135E0,2.227E0,1.917E0,1.799E0,1.591E0,1.534E0,1.527E0,3.389E-1,3.474E-1,2.287E-1,1.781E-1,1.545E-1,1.306E-1,1.349E-1,1.26E-1,1.33E-1,0E0,5.379E-3,3.165E1,1.472E3,1.708E5,1.88E7,NaN,NaN,3.226E0,4.078E-2,2.672E6,3.313E7,3.401E14,4.219E15,5.232E16,8.664E22,3.798E16,4.711E17,1.653E26,4.078E-2,2.68E6,3.323E7,3.423E14,4.244E15,5.261E16,8.747E22,3.821E16,4.737E17,1.667E26,2.741E1,1.735E-1,8.062E-7,1.621E3,6.101E-5,2.43E-3,6.392E-1,7.123E1,1.566E2,1.748E-1,1.534E3,-2.118E2,3.161E0,3E0,2.172E0,3.722E-1,-1.48E-1,-6.453E-1,-4.282E-1,-1.402E0,-8.911E-1,1.147E-1,-6.12E-2,-1.448E-1,-8.189E-1,1.942E-1,-9.216E-2,7.056E-3,-1.058E-1,8.082E-2,-7.095E-2,4.646E-2,-5.087E-2,0E0,5.645E-3,6.111E1,3.94E3,2.697E5,5.982E7,NaN,NaN,-8.327E0,5.646E-2,1.272E8,1.577E9,-1.618E16,-2.007E17,-2.489E18,4.118E24,1.807E18,2.241E19,7.854E27,5.646E-2,1.276E8,1.582E9,-1.629E16,-2.019E17,-2.503E18,4.158E24,1.818E18,2.253E19,7.92E27
2.827E1,2.133E-1,8.881E-4,3.265E2,7.677E-4,2.482E-2,9.066E-2,4.647E1,5.146E1,1.406E1,1.001E3,9.884E1,5.888E0,3.52E0,2.644E0,2.326E0,2.111E0,1.951E0,1.854E0,1.616E0,1.468E0,1.379E0,1.313E0,1.236E0,2.512E-1,2.838E-1,2.037E-1,1.573E-1,1.431E-1,1.231E-1,1.128E-1,1.028E-1,1.038E-1,0E0,2.582E-2,2.847E1,1.545E3,1.723E5,2.127E7,NaN,NaN,1.129E1,2.135E-1,1.301E7,1.614E8,1.658E15,2.057E16,2.551E17,4.226E23,1.852E17,2.297E18,8.067E26,2.135E-1,1.305E7,1.618E8,1.669E15,2.069E16,2.565E17,4.267E23,1.863E17,2.31E18,8.134E26,1.736E1,1.204E-1,8.713E-5,1.535E3,1.978E-4,6.785E-3,6.577E-1,4.385E1,1.726E2,3.594E0,9.443E2,-2.185E2,-3.605E-1,1.741E0,8.583E-1,8.982E-1,8.246E-2,-1.034E0,-8.637E-1,-7.155E-1,9.193E-3,-2.346E-1,-6.197E-2,3.47E-1,-8.576E-1,-1.051E-1,-1.333E-1,-5.642E-3,-1.41E-1,1.184E-2,-8.326E-2,1.305E-2,-8.289E-2,0E0,1.053E-2,6.183E1,4.768E3,3.331E5,7.352E7,NaN,NaN,-8.379E0,1.053E-1,1.261E8,1.564E9,-1.607E16,-1.993E17,-2.473E18,4.096E24,1.795E18,2.226E19,7.818E27,1.053E-1,1.265E8,1.569E9,-1.617E16,-2.005E17,-2.487E18,4.135E24,1.806E18,2.239E19,7.883E27
4.964E0,3.76E-2,3.31E-4,1.823E2,6.006E-4,1.652E-2,4.227E-2,1.274E1,2.624E1,1.397E1,2.744E2,6.78E1,4.062E0,3.46E0,2.437E0,2.109E0,1.863E0,1.529E0,1.588E0,1.589E0,1.364E0,1.32E0,1.302E0,1.311E0,7.998E-2,1.346E-1,1.062E-1,7.431E-2,6.203E-2,5.368E-2,5.081E-2,4.936E-2,4.769E-2,0E0,1.381E-2,1.574E1,1.394E3,1.282E5,2.242E7,NaN,NaN,7.872E0,9.94E-2,8.771E6,1.088E8,1.119E15,1.388E16,1.722E17,2.857E23,1.25E17,1.55E18,5.45E26,9.94E-2,8.799E6,1.091E8,1.127E15,1.397E16,1.731E17,2.885E23,1.257E17,1.559E18,5.496E26,1.13E0,7.911E-3,8.822E-5,1.578E3,6.376E-4,1.936E-2,5.811E-1,4.604E0,1.928E2,1.152E1,9.914E1,-2.188E2,2.052E0,4.827E0,2.339E0,3.256E0,1.581E0,8.735E-1,1.173E-1,-4.028E-1,-1.227E-1,-1.328E-1,1.01E-1,7.06E-1,-9.881E-1,-3.979E-2,-2.891E-2,1.905E-2,-1.699E-2,2.116E-2,-1.105E-2,9.028E-3,-1.123E-2,0E0,1.81E-2,2.148E1,2.53E3,3.296E5,6.164E7,NaN,NaN,-5.766E0,1.81E-1,1.27E8,1.575E9,-1.621E16,-2.01E17,-2.493E18,4.137E24,1.81E18,2.245E19,7.892E27,1.81E-1,1.274E8,1.58E9,-1.631E16,-2.022E17,-2.507E18,4.177E24,1.821E18,2.257E19,7.958E27
4.168E1,3.006E-1,3.179E-5,2.569E2,1.655E-4,5.843E-3,7.422E-2,7.857E1,4.319E1,7.72E-1,1.692E3,2.804E1,8.804E0,5.212E0,3.621E0,2.646E0,2.21E0,1.983E0,1.719E0,1.659E0,1.568E0,1.434E0,1.347E0,1.264E0,3.369E-1,3.165E-1,2.318E-1,1.993E-1,1.882E-1,1.497E-1,1.444E-1,1.196E-1,1.135E-1,0E0,1.064E-2,3.611E1,1.7E3,2.107E5,2.557E7,NaN,NaN,2.004E0,6.136E-2,4.739E4,7.586E5,1.211E13,1.72E14,2.404E15,4.641E21,1.549E15,2.165E16,1.142E25,6.136E-2,4.739E4,7.586E5,1.215E13,1.725E14,2.41E15,4.671E21,1.554E15,2.171E16,1.149E25,3.326E1,2.35E-1,8.796E-6,1.514E3,1.032E-4,4.211E-3,6.748E-1,8.409E1,1.708E2,6.071E-1,1.811E3,-2.154E2,-2.526E-1,5.728E0,1.369E0,2.333E0,5.102E-1,7.607E-1,7.552E-2,-1.457E-2,-1.994E-1,-2.009E-2,-7.848E-2,4.478E-1,-7.584E-1,-9.113E-2,-1.226E-1,-5.68E-2,-8.013E-2,6.673E-2,-5.104E-2,2.183E-3,-4.034E-2,0E0,9.032E-3,7.239E1,4.939E3,2.795E5,7.276E7,NaN,NaN,-7.296E0,9.032E-2,1.278E8,1.584E9,-1.632E16,-2.024E17,-2.51E18,4.171E24,1.822E18,2.26E19,7.953E27,9.032E-2,1.282E8,1.589E9,-1.643E16,-2.036E17,-2.524E18,4.211E24,1.833E18,2.272E19,8.02E27
3.049E1,2.047E-1,5.762E-4,3.615E2,4.752E-4,2.335E-2,1.105E-1,4.742E1,4.236E1,1.074E1,1.021E3,1.172E2,7.336E0,3.935E0,2.696E0,2.816E0,2.145E0,2.032E0,1.742E0,1.636E0,1.457E0,1.388E0,1.322E0,1.264E0,2.671E-1,3.071E-1,1.896E-1,1.582E-1,1.424E-1,1.284E-1,1.131E-1,1.136E-1,1.041E-1,0E0,1.233E-1,2.279E1,1.239E3,1.235E5,1.787E7,NaN,NaN,1.267E1,7.358E-1,1.44E7,1.786E8,1.842E15,2.285E16,2.835E17,4.712E23,2.057E17,2.553E18,9E26,7.358E-1,1.444E7,1.791E8,1.854E15,2.299E16,2.851E17,4.757E23,2.07E17,2.567E18,9.076E26,4.97E1,3.255E-1,2E-4,1.401E3,4.068E-4,2.193E-2,6.689E-1,1.104E2,1.676E2,1.51E1,2.377E3,-1.599E2,-3.557E0,-2.23E0,-1.203E0,-5.84E-1,-5.962E-1,-6.541E-1,-7.343E-1,2.367E-1,-1.403E-1,-5.079E-1,-1.788E-1,4.764E-1,-6.798E-1,2.323E-1,-8.378E-2,1.406E-1,-4.344E-2,7.834E-2,-4.648E-2,7.525E-2,-3.571E-2,0E0,9.734E-2,7.888E1,4.181E3,2.213E5,5.01E7,NaN,NaN,-7.056E0,9.737E-1,1.263E8,1.567E9,-1.615E16,-2.004E17,-2.487E18,4.133E24,1.805E18,2.239E19,7.894E27,9.737E-1,1.267E8,1.571E9,-1.626E16,-2.016E17,-2.501E18,4.173E24,1.815E18,2.251E19,7.96E27
