@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average9" NUMERIC
@DATA
2.982E1,1.711E-1,2.081E-5,2.419E2,9.174E-5,3.973E-3,8.236E-2,4.39E1,3.688E1,4.142E-1,9.453E2,1.819E1,5.324E0,3.121E0,2.164E0,2.062E0,1.925E0,1.658E0,1.531E0,1.513E0,1.321E0,1.27E0,1.199E0,1.21E0,2.439E-1,2.748E-1,1.552E-1,1.255E-1,1.206E-1,1.035E-1,9.269E-2,8.844E-2,8.534E-2,0E0,1.732E-2,1.637E1,8.875E2,9.134E4,1.205E7,NaN,NaN,1.775E0,1.086E-1,4.54E4,9.364E5,1.332E13,2.201E14,3.416E15,5.86E21,1.982E15,3.075E16,1.869E25,1.086E-1,4.54E4,9.364E5,1.335E13,2.207E14,3.424E15,5.892E21,1.987E15,3.083E16,1.878E25,5.388E1,4.14E-1,5.049E-6,1.485E3,8.849E-5,4.318E-3,6.665E-1,1.309E2,1.887E2,5.561E-1,2.819E3,-1.831E2,-8.13E0,-7.709E-1,-1.964E0,4.614E-1,1.885E0,2.476E-2,-1.733E0,-8.939E-2,-4.046E-1,4.962E-1,5.249E-2,1.091E-2,-6.256E-1,1.182E-1,-1.683E-1,-1.18E-2,-1.129E-1,2.127E-2,-1.079E-1,3.338E-2,-4.545E-2,0E0,1.862E-2,9.159E1,4.804E3,1.755E5,5.302E7,NaN,NaN,-7.821E0,1.862E-1,1.467E8,1.824E9,-2.151E16,-2.675E17,-3.327E18,6.311E24,2.408E18,2.995E19,1.214E28,1.862E-1,1.471E8,1.828E9,-2.163E16,-2.689E17,-3.343E18,6.363E24,2.421E18,3.01E19,1.222E28
2.441E1,1.593E-1,4.761E-6,1.779E2,3.478E-5,1.503E-3,8.488E-2,3.799E1,6.093E1,2.327E-2,8.181E2,2.129E1,3.476E0,2.958E0,2.13E0,2.058E0,1.847E0,1.569E0,1.514E0,1.585E0,1.3E0,1.338E0,1.239E0,1.188E0,2.043E-1,3.001E-1,1.554E-1,1.272E-1,1.202E-1,1.006E-1,9.113E-2,8.072E-2,7.621E-2,0E0,5.531E-3,1.41E1,9.7E2,8.964E4,1.172E7,NaN,NaN,2.222E0,3.748E-2,4.599E4,8.272E5,1.351E13,2.055E14,3.023E15,5.95E21,1.853E15,2.724E16,1.657E25,3.748E-2,4.599E4,8.272E5,1.354E13,2.06E14,3.03E15,5.982E21,1.857E15,2.731E16,1.665E25,4.186E1,3.168E-1,5.615E-7,1.562E3,1.657E-5,7.833E-4,7.726E-1,1.159E2,1.121E2,1.893E-2,2.495E3,-2.248E2,-2.077E0,2.102E-1,3.85E-1,-3.741E-1,-2.095E-1,-2.063E-1,-1.631E-1,-3.685E-1,1.503E-1,3.088E-1,2.487E-1,5.986E-1,-7.397E-1,3.926E-2,-1.05E-1,2.748E-2,-1.042E-1,2.702E-3,-5.93E-2,-5.052E-4,-6.328E-2,0E0,3.08E-3,8.058E1,4.977E3,2.609E5,6.151E7,NaN,NaN,-9.836E0,3.08E-2,1.468E8,1.827E9,-2.156E16,-2.683E17,-3.338E18,6.331E24,2.415E18,3.005E19,1.22E28,3.08E-2,1.472E8,1.832E9,-2.168E16,-2.697E17,-3.354E18,6.384E24,2.428E18,3.02E19,1.229E28
1.32E1,1.033E-1,8.472E-7,1.561E2,1.725E-5,6.644E-4,8.023E-2,2.618E1,4.461E1,4.841E-3,5.637E2,2.788E1,3.18E0,3.066E0,2.395E0,1.967E0,1.908E0,1.69E0,1.795E0,1.615E0,1.411E0,1.439E0,1.325E0,1.274E0,1.036E-1,2.115E-1,1.422E-1,1.196E-1,1.029E-1,9.043E-2,8.14E-2,7.611E-2,6.892E-2,0E0,1.96E-3,1.017E1,7.008E2,5.112E4,7.945E6,NaN,NaN,2.759E0,1.204E-2,8.08E3,1.271E5,2.374E12,3.345E13,4.649E14,1.047E21,3.011E14,4.185E15,2.551E24,1.204E-2,8.08E3,1.271E5,2.381E12,3.354E13,4.661E14,1.052E21,3.019E14,4.195E15,2.563E24,3.661E1,2.854E-1,1.546E-7,1.533E3,1.73E-5,7.791E-4,6.956E-1,1.011E2,1.74E2,1.612E-2,2.176E3,-2.124E2,-1.179E0,1.245E0,6.068E-2,2.297E-1,3.861E-1,-3.365E-1,-8.6E-1,-1.194E0,-2.574E-1,2.125E-1,2.193E-1,5.676E-2,-7.958E-1,2.9E-1,-2.589E-1,1.188E-1,-1.293E-1,7.373E-2,-8.117E-2,5.517E-2,-6.038E-2,0E0,3.046E-3,7.079E1,3.872E3,2.113E5,4.383E7,NaN,NaN,-9.819E0,3.05E-2,1.469E8,1.829E9,-2.159E16,-2.687E17,-3.344E18,6.343E24,2.419E18,3.011E19,1.223E28,3.05E-2,1.473E8,1.833E9,-2.171E16,-2.701E17,-3.361E18,6.396E24,2.431E18,3.025E19,1.232E28
2.078E1,1.441E-1,1.753E-5,1.417E2,4.746E-5,1.946E-3,1.113E-1,4.134E1,6.409E1,5.529E-2,8.903E2,2.304E1,5.548E0,3.348E0,2.565E0,2.198E0,1.873E0,1.657E0,1.617E0,1.466E0,1.415E0,1.397E0,1.313E0,1.261E0,1.629E-1,2.486E-1,1.599E-1,1.193E-1,1.004E-1,9.151E-2,8.162E-2,7.518E-2,7.586E-2,0E0,6.341E-3,1.841E1,1.004E3,8.843E4,1.214E7,NaN,NaN,2.43E0,4.194E-2,5.537E4,7.754E5,1.628E13,2.154E14,2.839E15,7.182E21,1.941E15,2.558E16,1.559E25,4.194E-2,5.537E4,7.754E5,1.633E13,2.159E14,2.845E15,7.222E21,1.946E15,2.564E16,1.566E25,2.561E1,1.707E-1,6.617E-7,1.531E3,2.601E-5,1.112E-3,6.925E-1,7.282E1,1.524E2,4.325E-2,1.568E3,-2.188E2,3.223E0,1.107E0,1.251E0,7.601E-1,-2.977E-1,1.003E-1,3.252E-1,-2.18E-1,-3.487E-1,-5.452E-3,2.478E-2,4.174E-1,-8.681E-1,1.77E-1,-1.382E-1,1.404E-1,-1.003E-1,3.106E-2,-2.79E-2,1.546E-2,-4.786E-2,0E0,3.308E-3,6.298E1,4.059E3,2.81E5,5.479E7,NaN,NaN,-9.292E0,3.308E-2,1.47E8,1.83E9,-2.162E16,-2.691E17,-3.35E18,6.358E24,2.423E18,3.016E19,1.226E28,3.308E-2,1.474E8,1.835E9,-2.174E16,-2.705E17,-3.366E18,6.41E24,2.435E18,3.031E19,1.235E28
2.281E1,1.498E-1,8.389E-4,1.945E2,1.002E-3,3.554E-2,1.031E-1,4.755E1,5.91E1,7.051E1,1.024E3,2.5E1,7.125E0,4.771E0,3.228E0,3.368E0,2.437E0,2.472E0,2.329E0,2.071E0,2.169E0,1.745E0,1.922E0,1.635E0,1.859E-1,2.476E-1,2.692E-1,1.738E-1,1.901E-1,1.434E-1,1.61E-1,1.215E-1,1.227E-1,0E0,4.912E-2,2.624E1,1.231E3,1.276E5,1.713E7,NaN,NaN,1.709E0,3.777E-1,3.581E4,3.563E5,1.054E13,1.18E14,1.306E15,4.655E21,1.062E15,1.174E16,7.177E24,3.777E-1,3.581E4,3.563E5,1.057E13,1.183E14,1.309E15,4.681E21,1.065E15,1.177E16,7.212E24,1.053E1,6.732E-2,1.688E-4,1.577E3,6.664E-4,2.463E-2,6.556E-1,3.136E1,1.68E2,2.521E1,6.753E2,-1.836E2,2.255E0,9.221E0,3.399E0,8.672E-1,7.524E-1,-6.311E-1,4.464E-1,3.292E-1,-4.553E-1,-1.319E-1,-3.357E-1,4.426E-1,-9.336E-1,1.643E-1,-2.394E-1,5.937E-4,-8.255E-2,4.411E-2,-1.094E-2,7.748E-2,-8.71E-3,0E0,3.85E-2,4.089E1,3.029E3,2.543E5,4.948E7,NaN,NaN,-5.801E0,3.851E-1,1.472E8,1.832E9,-2.167E16,-2.697E17,-3.357E18,6.378E24,2.428E18,3.022E19,1.23E28,3.851E-1,1.476E8,1.837E9,-2.179E16,-2.711E17,-3.373E18,6.431E24,2.44E18,3.037E19,1.239E28
3.296E1,2.229E-1,6.417E-5,1.845E2,1.56E-4,5.265E-3,8.599E-2,6.749E1,7.099E1,2.465E-1,1.453E3,2.81E1,8.638E0,4.187E0,3.27E0,2.476E0,2.259E0,2.126E0,1.814E0,1.707E0,1.642E0,1.472E0,1.505E0,1.383E0,2.672E-1,2.85E-1,2.476E-1,1.795E-1,1.844E-1,1.24E-1,1.382E-1,1.075E-1,1.231E-1,0E0,8.806E-3,3.075E1,1.403E3,1.567E5,1.878E7,NaN,NaN,2.014E0,6.91E-2,5.342E4,7.435E5,1.574E13,2.075E14,2.727E15,6.959E21,1.867E15,2.454E16,1.501E25,6.91E-2,5.342E4,7.435E5,1.579E13,2.08E14,2.734E15,6.997E21,1.872E15,2.46E16,1.508E25,2.075E1,1.374E-1,4.733E-6,1.573E3,7.636E-5,2.855E-3,6.829E-1,5.698E1,1.335E2,2.427E-1,1.227E3,-2.279E2,5.427E-1,3.574E0,2.596E0,8.196E-1,-3.523E-3,-4.569E-1,-5.04E-1,1.98E-2,2.817E-1,2.154E-1,5.995E-2,4.504E-1,-8.509E-1,5.781E-2,-2.453E-1,2.897E-2,-7.567E-2,-1.762E-2,-1.361E-1,1.648E-2,-8.941E-3,0E0,5.742E-3,5.967E1,4.091E3,2.758E5,6.026E7,NaN,NaN,-8.303E0,5.743E-2,1.473E8,1.834E9,-2.171E16,-2.702E17,-3.364E18,6.398E24,2.433E18,3.028E19,1.234E28,5.743E-2,1.478E8,1.838E9,-2.183E16,-2.716E17,-3.38E18,6.451E24,2.445E18,3.043E19,1.243E28
2.429E1,1.769E-1,5.101E-5,2.325E2,7.258E-5,3.844E-3,8.019E-2,4.171E1,5.628E1,1.775E-1,8.981E2,3.37E1,5.036E0,3.763E0,2.484E0,2.233E0,1.976E0,1.865E0,1.738E0,1.6E0,1.465E0,1.418E0,1.34E0,1.244E0,1.95E-1,2.602E-1,1.469E-1,1.281E-1,1.076E-1,1.056E-1,1.002E-1,8.956E-2,8.646E-2,0E0,2.005E-2,1.721E1,9.278E2,8.276E4,1.161E7,NaN,NaN,3.276E0,1E-1,5.374E4,9.743E5,1.586E13,2.425E14,3.58E15,7.018E21,2.184E15,3.224E16,1.973E25,1E-1,5.374E4,9.743E5,1.59E13,2.431E14,3.588E15,7.056E21,2.19E15,3.232E16,1.982E25,4.582E1,3.542E-1,4.768E-6,1.492E3,2.715E-5,1.463E-3,7.529E-1,1.137E2,1.349E2,9.813E-2,2.448E3,-2.234E2,-3.749E0,8.158E-1,1.465E0,4.61E-1,4.805E-1,-3.572E-1,-3.624E-1,-8.859E-1,-2.68E-1,-1.806E-1,1.836E-2,5.472E-1,-7.169E-1,1.313E-1,-1.464E-1,4.744E-2,-1.207E-1,4.136E-2,-1.184E-1,9.85E-2,-8.171E-2,0E0,5.951E-3,8.169E1,4.55E3,2.134E5,5.204E7,NaN,NaN,-9.188E0,5.952E-2,1.475E8,1.837E9,-2.177E16,-2.71E17,-3.375E18,6.422E24,2.44E18,3.038E19,1.24E28,5.952E-2,1.479E8,1.841E9,-2.189E16,-2.724E17,-3.391E18,6.475E24,2.452E18,3.053E19,1.249E28
4.02E1,2.685E-1,5.135E-4,2.527E2,3.762E-4,1.801E-2,6.508E-2,7.161E1,5.082E1,9.095E0,1.542E3,2.348E1,7.686E0,5.141E0,3.241E0,2.841E0,2.559E0,2.215E0,2.181E0,1.893E0,1.874E0,1.976E0,1.628E0,1.444E0,3.325E-1,3.182E-1,2.252E-1,1.871E-1,1.584E-1,1.407E-1,1.328E-1,1.204E-1,1.164E-1,0E0,8.577E-2,2.835E1,1.233E3,1.513E5,1.767E7,NaN,NaN,1.908E0,6.03E-1,7.49E4,1.416E6,2.213E13,3.47E14,5.214E15,9.811E21,3.123E15,4.694E16,2.88E25,6.03E-1,7.49E4,1.416E6,2.219E13,3.479E14,5.227E15,9.864E21,3.132E15,4.705E16,2.894E25,4.538E1,3.133E-1,8.826E-5,1.545E3,2.454E-4,1.183E-2,6.82E-1,1.106E2,1.575E2,4.895E0,2.382E3,-1.733E2,-3.527E0,1.711E0,2.542E0,1.485E0,5.451E-1,5.167E-1,2.752E-1,7.219E-2,-3.756E-1,-6.219E-1,4.673E-1,8.476E-1,-6.786E-1,1.184E-1,-1.919E-1,9.361E-2,-1.702E-1,1.929E-2,-1.135E-1,2.437E-2,-9.421E-2,0E0,4.487E-2,8.012E1,4.415E3,1.91E5,5.214E7,NaN,NaN,-6.382E0,4.486E-1,1.478E8,1.841E9,-2.183E16,-2.72E17,-3.389E18,6.451E24,2.449E18,3.051E19,1.248E28,4.486E-1,1.482E8,1.845E9,-2.195E16,-2.734E17,-3.405E18,6.505E24,2.461E18,3.066E19,1.257E28
3.151E1,2.044E-1,5.442E-6,3.303E2,4.861E-5,1.929E-3,3.675E-2,4.309E1,4.813E1,2.019E-2,9.278E2,3.785E1,6.784E0,3.783E0,2.805E0,2.847E0,2.412E0,2.068E0,1.95E0,1.772E0,1.697E0,1.728E0,1.424E0,1.345E0,2.675E-1,3.399E-1,2.349E-1,1.857E-1,1.668E-1,1.511E-1,1.485E-1,1.294E-1,1.163E-1,0E0,6.784E-3,2.828E1,1.424E3,1.593E5,2.143E7,NaN,NaN,3.917E0,2.69E-2,4.355E6,5.429E7,6.446E14,8.035E15,1.002E17,1.908E23,7.234E16,9.018E17,3.698E26,2.69E-2,4.367E6,5.442E7,6.481E14,8.077E15,1.007E17,1.924E23,7.271E16,9.061E17,3.724E26,1.893E1,1.21E-1,1.521E-6,1.454E3,2.963E-5,1.279E-3,7.471E-1,4.55E1,1.39E2,4.563E-2,9.797E2,-2.376E2,2.059E0,3.215E0,2.324E0,6.178E-1,-1.994E-1,2.198E-1,1.394E-1,-6.414E-1,2.342E-1,5.107E-1,-7.897E-2,7.152E-1,-8.684E-1,1.393E-1,-1.131E-1,-4.194E-2,-9.08E-2,2.465E-2,-9.564E-2,-5.848E-3,-3.804E-2,0E0,3.283E-3,5.421E1,3.876E3,3.15E5,6.516E7,NaN,NaN,-8.21E0,3.283E-2,1.479E8,1.843E9,-2.188E16,-2.727E17,-3.4E18,6.476E24,2.455E18,3.061E19,1.254E28,3.283E-2,1.483E8,1.848E9,-2.2E16,-2.742E17,-3.416E18,6.529E24,2.468E18,3.076E19,1.263E28
2.685E1,1.819E-1,1.95E-4,1.846E2,4.259E-4,1.619E-2,7.861E-2,5.493E1,5.224E1,4.441E0,1.183E3,3.66E1,6.542E0,4.412E0,2.793E0,2.841E0,2.295E0,2.149E0,2.025E0,1.758E0,1.842E0,1.723E0,1.598E0,1.721E0,2.241E-1,2.536E-1,2.314E-1,1.807E-1,1.768E-1,1.355E-1,1.419E-1,1.195E-1,1.263E-1,0E0,3.802E-2,2.518E1,1.022E3,1.353E5,1.505E7,NaN,NaN,3.751E0,2.596E-1,3.787E6,4.721E7,5.609E14,6.993E15,8.718E16,1.662E23,6.296E16,7.849E17,3.22E26,2.596E-1,3.797E6,4.732E7,5.64E14,7.029E15,8.76E16,1.676E23,6.328E16,7.886E17,3.243E26,1.729E1,1.156E-1,4.372E-5,1.531E3,3.747E-4,1.425E-2,6.687E-1,5.015E1,1.669E2,5.944E0,1.08E3,-1.733E2,2.433E0,4.014E0,2.028E0,1.601E0,9.773E-2,-6.549E-1,-3.133E-1,-1.187E-1,-3.801E-1,-5.697E-1,2.545E-1,-1.238E-1,-8.86E-1,1.544E-1,-2.024E-1,6.587E-2,-1.319E-1,5.511E-2,-7.559E-2,1.64E-2,-4.949E-2,0E0,3.348E-2,5.371E1,3.744E3,2.836E5,5.694E7,NaN,NaN,-6.317E0,3.349E-1,1.48E8,1.845E9,-2.193E16,-2.734E17,-3.408E18,6.496E24,2.461E18,3.068E19,1.259E28,3.349E-1,1.484E8,1.85E9,-2.205E16,-2.748E17,-3.424E18,6.549E24,2.474E18,3.083E19,1.268E28
1.543E1,1.22E-1,3.444E-4,1.696E2,2.646E-4,1.033E-2,7.171E-2,3.261E1,3.04E1,3.969E0,7.022E2,1.355E1,4.308E0,2.125E0,1.862E0,1.636E0,1.532E0,1.419E0,1.373E0,1.324E0,1.29E0,1.249E0,1.212E0,1.151E0,1.17E-1,1.409E-1,1.37E-1,1.241E-1,1.355E-1,1.147E-1,1.116E-1,8.822E-2,7.711E-2,0E0,3.527E-2,1.871E1,8.719E2,9.525E4,1.161E7,NaN,NaN,1.56E0,2.393E-1,9.453E4,1.052E6,2.804E13,3.308E14,3.891E15,1.248E22,2.981E15,3.507E16,2.158E25,2.393E-1,9.453E4,1.052E6,2.812E13,3.317E14,3.9E15,1.255E22,2.989E15,3.515E16,2.169E25,8.353E0,4.78E-2,3.018E-5,1.583E3,3.054E-4,1.135E-2,5.876E-1,3.346E1,1.982E2,3.856E0,7.204E2,-1.793E2,2.548E0,9.599E0,4.287E-1,8.4E-1,1.766E0,7.347E-1,3.404E-1,-7.926E-1,2.727E-2,9.251E-2,6.353E-2,8.354E-2,-9.481E-1,2.363E-3,-3.419E-1,-1.167E-1,-8.513E-2,8.107E-2,-5.988E-3,1.384E-1,2.374E-3,0E0,2.373E-2,5.035E1,4.104E3,3.234E5,6.216E7,NaN,NaN,-6.241E0,2.374E-1,1.483E8,1.849E9,-2.2E16,-2.743E17,-3.419E18,6.528E24,2.469E18,3.078E19,1.265E28,2.374E-1,1.487E8,1.854E9,-2.212E16,-2.757E17,-3.436E18,6.582E24,2.482E18,3.093E19,1.274E28
3.859E1,2.24E-1,2.078E-5,1.808E2,2.044E-4,7.616E-3,9.528E-2,7.634E1,5.562E1,1.111E0,1.644E3,2.317E1,8.475E0,5.301E0,3.471E0,3.639E0,2.852E0,2.498E0,2.262E0,2.126E0,1.802E0,1.731E0,1.729E0,1.755E0,3.153E-1,2.664E-1,2.638E-1,1.901E-1,1.924E-1,1.492E-1,1.524E-1,1.311E-1,1.511E-1,0E0,1.297E-2,3.088E1,1.145E3,1.274E5,1.59E7,NaN,NaN,1.998E0,9.861E-2,4.704E4,6.403E5,1.398E13,1.823E14,2.372E15,6.231E21,1.636E15,2.129E16,1.318E25,9.861E-2,4.704E4,6.403E5,1.402E13,1.827E14,2.377E15,6.265E21,1.64E15,2.134E16,1.324E25,3.431E1,2.071E-1,5.368E-6,1.636E3,1.796E-4,7.108E-3,6.102E-1,7.984E1,1.519E2,1.589E0,1.719E3,-1.927E2,1.642E0,6.629E0,3.093E0,2.077E0,3.413E-1,9.113E-2,-5.735E-1,-1.87E0,-1.338E0,-1.474E0,-1.422E0,-6.458E-1,-7.879E-1,4.046E-1,-2.574E-1,9.58E-2,-4.646E-2,5.391E-2,-4.992E-2,7.585E-2,-1.676E-2,0E0,1.382E-2,6.089E1,3.012E3,1.735E5,3.857E7,NaN,NaN,-7.398E0,1.383E-1,1.486E8,1.852E9,-2.208E16,-2.752E17,-3.43E18,6.561E24,2.477E18,3.088E19,1.271E28,1.383E-1,1.49E8,1.856E9,-2.22E16,-2.766E17,-3.447E18,6.614E24,2.49E18,3.103E19,1.28E28
