@relation jAudio
@ATTRIBUTE "Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Compactness Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation10" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation11" NUMERIC
@ATTRIBUTE "MFCC Overall Standard Deviation12" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "LPC Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Standard Deviation9" NUMERIC
@ATTRIBUTE "Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Rolloff Point Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Compactness Overall Average0" NUMERIC
@ATTRIBUTE "Spectral Variability Overall Average0" NUMERIC
@ATTRIBUTE "Root Mean Square Overall Average0" NUMERIC
@ATTRIBUTE "Fraction Of Low Energy Windows Overall Average0" NUMERIC
@ATTRIBUTE "Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Beat Overall Average0" NUMERIC
@ATTRIBUTE "Beat Sum Overall Average0" NUMERIC
@ATTRIBUTE "Strongest Frequency Via Zero Crossings Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average0" NUMERIC
@ATTRIBUTE "MFCC Overall Average1" NUMERIC
@ATTRIBUTE "MFCC Overall Average2" NUMERIC
@ATTRIBUTE "MFCC Overall Average3" NUMERIC
@ATTRIBUTE "MFCC Overall Average4" NUMERIC
@ATTRIBUTE "MFCC Overall Average5" NUMERIC
@ATTRIBUTE "MFCC Overall Average6" NUMERIC
@ATTRIBUTE "MFCC Overall Average7" NUMERIC
@ATTRIBUTE "MFCC Overall Average8" NUMERIC
@ATTRIBUTE "MFCC Overall Average9" NUMERIC
@ATTRIBUTE "MFCC Overall Average10" NUMERIC
@ATTRIBUTE "MFCC Overall Average11" NUMERIC
@ATTRIBUTE "MFCC Overall Average12" NUMERIC
@ATTRIBUTE "LPC Overall Average0" NUMERIC
@ATTRIBUTE "LPC Overall Average1" NUMERIC
@ATTRIBUTE "LPC Overall Average2" NUMERIC
@ATTRIBUTE "LPC Overall Average3" NUMERIC
@ATTRIBUTE "LPC Overall Average4" NUMERIC
@ATTRIBUTE "LPC Overall Average5" NUMERIC
@ATTRIBUTE "LPC Overall Average6" NUMERIC
@ATTRIBUTE "LPC Overall Average7" NUMERIC
@ATTRIBUTE "LPC Overall Average8" NUMERIC
@ATTRIBUTE "LPC Overall Average9" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Partial Based Spectral Centroid Overall Average0" NUMERIC
@ATTRIBUTE "Partial Based Spectral Flux Overall Average0" NUMERIC
@ATTRIBUTE "Relative Difference Function Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments Overall Average9" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average0" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average1" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average2" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average3" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average4" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average5" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average6" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average7" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average8" NUMERIC
@ATTRIBUTE "Area Method of Moments of MFCCs Overall Average9" NUMERIC
@DATA
4.08E1,2.345E-1,1.008E-3,2.941E2,1.456E-3,5.539E-2,4.684E-2,7.883E1,4.288E1,3.551E1,1.697E3,5.415E1,9.76E0,6.697E0,5.805E0,5.347E0,3.875E0,3.137E0,2.731E0,2.16E0,2.106E0,2.055E0,1.68E0,1.597E0,3.521E-1,3.138E-1,3.099E-1,2.399E-1,2.189E-1,2.075E-1,1.769E-1,1.355E-1,1.334E-1,0E0,1.366E-1,3.795E1,1.513E3,1.301E5,1.909E7,NaN,NaN,5.129E0,9.005E-1,1.291E6,1.264E7,5.097E13,4.99E14,4.886E15,4.027E21,4.503E15,4.409E16,3.78E24,4.632E2,2.547E4,2.837E2,2.02E12,4.254E9,1.582E8,2.402E20,3.721E10,1.424E9,1.324E14,3.171E1,1.95E-1,6.486E-4,1.552E3,1.784E-3,7.225E-2,5.357E-1,6.958E1,1.67E2,1.425E2,1.498E3,-1.385E2,7.41E0,2.749E0,3.868E0,-3.393E0,-6.354E-1,-2.39E0,1.011E0,-2.699E-1,-2.582E-1,3.411E-1,-1.506E-1,7.026E-1,-8.061E-1,5.159E-1,-1.628E-1,-2.945E-3,-7.01E-2,1.467E-1,-3.998E-4,1.135E-2,-3.592E-2,0E0,1.802E-1,5.273E1,2.495E3,1.579E5,3.57E7,NaN,NaN,-4.908E0,1.803E0,3.942E7,3.859E8,-1.555E15,-1.523E16,-1.49E17,1.228E23,1.374E17,1.345E18,1.151E26,-1.292E3,3.965E7,2.789E5,-1.572E15,-1.106E13,-7.776E10,1.247E23,1.002E14,7.049E11,4.336E16
2.497E1,1.662E-1,1.974E-3,2.287E2,1.563E-3,5.857E-2,8.494E-2,4.868E1,5.599E1,8.569E1,1.048E3,5.457E1,7.859E0,5.64E0,3.876E0,3.87E0,3.003E0,2.817E0,2.476E0,2.501E0,2.118E0,2.221E0,1.933E0,2.011E0,2.029E-1,3.065E-1,2.939E-1,2.04E-1,1.876E-1,1.457E-1,1.405E-1,1.285E-1,1.328E-1,0E0,1.33E-1,2.572E1,1.356E3,1.113E5,1.931E7,NaN,NaN,5.081E0,1.089E0,9.045E5,8.855E6,3.577E13,3.502E14,3.429E15,2.83E21,3.16E15,3.094E16,2.656E24,4.386E2,1.489E4,2.094E2,1.183E12,1.015E10,1.163E8,1.409E20,9.184E10,1.052E9,9.695E13,2.056E1,1.332E-1,6.291E-4,1.625E3,1.353E-3,5.335E-2,6.404E-1,4.926E1,1.618E2,9.212E1,1.061E3,-1.453E2,6.709E0,2.878E-1,1.572E0,-1.569E0,4.624E-1,-1.099E0,-1.099E-1,-6.273E-1,1.268E-1,-5.025E-2,5.297E-1,2.694E-1,-9.02E-1,5.434E-1,-2.313E-1,6.737E-2,-3.544E-2,6.394E-2,-1.971E-2,4.038E-2,-7.122E-3,0E0,1.232E-1,4.065E1,2.041E3,1.463E5,2.903E7,NaN,NaN,-5.649E0,1.233E0,3.951E7,3.868E8,-1.562E15,-1.529E16,-1.497E17,1.235E23,1.38E17,1.351E18,1.159E26,-1.383E3,3.972E7,2.778E5,-1.578E15,-1.103E13,-7.714E10,1.253E23,1E14,6.994E11,4.285E16
2.914E1,1.786E-1,2.899E-3,2.226E2,2.275E-3,8.488E-2,5.094E-2,5.858E1,3.733E1,1.056E2,1.261E3,2.975E1,9.073E0,6.804E0,5.264E0,3.979E0,3.603E0,2.728E0,2.929E0,2.275E0,2.195E0,2.339E0,1.986E0,1.925E0,2.409E-1,2.741E-1,2.983E-1,2.12E-1,2.018E-1,1.485E-1,1.448E-1,1.334E-1,1.401E-1,0E0,1.782E-1,2.864E1,1.328E3,9.595E4,1.668E7,NaN,NaN,2.548E0,1.1E0,2.998E4,3.017E5,2.375E12,2.357E13,2.34E14,2.822E20,2.123E14,2.107E15,2.722E23,2.047E2,2.986E4,2.559E3,2.377E12,1.103E11,1.444E9,2.838E20,9.906E11,1.302E10,1.222E15,2.732E1,1.678E-1,1.728E-3,1.629E3,2.861E-3,1.142E-1,5.534E-1,6.195E1,1.722E2,3.632E2,1.334E3,-1.201E2,5.762E0,9.637E-1,1.817E0,-2.651E0,-4.245E-1,-1.794E0,-2.098E-1,-1.619E0,-2.614E-1,-1.708E0,1.605E-1,-2.072E-1,-8.658E-1,6.154E-1,-2.682E-1,8.64E-2,-7.598E-4,6.725E-2,-3.496E-2,5.351E-2,2.755E-2,0E0,2.59E-1,4.696E1,1.984E3,1.209E5,2.458E7,NaN,NaN,-4.177E0,2.591E0,3.961E7,3.878E8,-1.569E15,-1.536E16,-1.504E17,1.243E23,1.386E17,1.357E18,1.166E26,-1.2E3,3.98E7,2.82E5,-1.584E15,-1.122E13,-7.952E10,1.261E23,1.017E14,7.209E11,4.486E16
2.024E1,1.142E-1,2.398E-3,1.466E2,1.921E-3,9.082E-2,7.701E-2,4.087E1,3.652E1,5.672E2,8.801E2,3.023E1,5.293E0,3.98E0,2.767E0,2.451E0,2.056E0,1.837E0,1.695E0,1.707E0,1.55E0,1.523E0,1.344E0,1.378E0,1.736E-1,1.624E-1,1.802E-1,1.524E-1,1.356E-1,1.272E-1,1.208E-1,1.017E-1,9.866E-2,0E0,4.129E-1,1.508E1,6.509E2,5.391E4,7.578E6,NaN,NaN,1.541E0,3.913E0,1.497E4,2.218E5,1.189E12,1.462E13,1.724E14,1.415E20,1.317E14,1.554E15,2.011E23,2.683E2,1.497E4,1.343E3,1.194E12,5.786E10,7.747E8,1.428E20,5.21E11,6.997E9,6.704E14,4.495E1,2.703E-1,2.237E-3,1.539E3,2.77E-3,1.302E-1,5.596E-1,1.027E2,1.982E2,6.315E2,2.21E3,-1.025E2,-5.181E0,-4.548E0,3.381E-1,-1.305E0,-9.187E-1,-1.211E0,1.151E-1,-4.044E-1,-7.135E-1,-8.086E-1,6.394E-2,3.432E-2,-7.814E-1,5.756E-1,-1.486E-1,1.598E-1,-1.329E-1,2.102E-1,-1.08E-1,6.66E-2,-2.796E-2,0E0,5.449E-1,6.568E1,2.754E3,1.778E5,3.151E7,NaN,NaN,-4.703E0,5.451E0,3.969E7,3.887E8,-1.575E15,-1.543E16,-1.511E17,1.25E23,1.392E17,1.363E18,1.175E26,-1.17E3,3.987E7,2.885E5,-1.59E15,-1.15E13,-8.322E10,1.268E23,1.042E14,7.542E11,4.802E16
1.844E1,1.429E-1,9.366E-3,1.792E2,2.835E-3,1.122E-1,6.018E-2,3.694E1,1.445E0,2.055E3,7.955E2,4.716E1,4.467E0,3.894E0,3.362E0,2.598E0,2.433E0,1.924E0,1.972E0,1.845E0,1.858E0,1.796E0,1.694E0,1.566E0,1.384E-1,2.496E-1,1.567E-1,1.26E-1,1.299E-1,1.223E-1,1.092E-1,1.112E-1,1.035E-1,0E0,4.554E-1,1.578E1,9.632E2,8.384E4,1.42E7,NaN,NaN,4.361E0,4.041E0,8.893E5,8.719E6,3.536E13,3.467E14,3.4E15,2.812E21,3.128E15,3.068E16,2.654E24,3.665E2,1.556E4,1.134E3,1.243E12,4.942E10,6.612E8,1.488E20,4.453E11,5.973E9,5.785E14,3.313E1,2.322E-1,1.205E-2,1.604E3,8.455E-3,3.687E-1,4.741E-1,7.628E1,2.152E2,3.926E3,1.643E3,-7.451E1,-2.231E0,-9.946E-1,-1.446E-2,-7.368E-1,3.449E-2,-1.673E-2,-2.073E-1,-6.374E-1,-9.863E-1,-4.654E-1,1.391E-1,4.553E-1,-8.311E-1,3.225E-1,-1.837E-1,9.184E-2,-1.028E-1,6.887E-2,-6.28E-2,7.026E-2,-4.039E-2,0E0,1.361E0,6.739E1,3.716E3,2.296E5,4.601E7,NaN,NaN,-4.233E0,1.361E1,3.972E7,3.893E8,-1.578E15,-1.547E16,-1.516E17,1.255E23,1.396E17,1.368E18,1.181E26,-7.976E2,3.993E7,2.915E5,-1.594E15,-1.164E13,-8.495E10,1.273E23,1.055E14,7.699E11,4.952E16
3.006E1,1.935E-1,1.545E-3,1.955E2,1.668E-3,6.393E-2,8.954E-2,5.986E1,4.985E1,1.113E2,1.289E3,4.375E1,7.928E0,6.698E0,4.333E0,3.635E0,2.686E0,2.343E0,2.399E0,2.099E0,2.028E0,2.019E0,1.872E0,1.886E0,2.518E-1,2.968E-1,2.356E-1,2.023E-1,1.992E-1,1.533E-1,1.697E-1,1.451E-1,1.342E-1,0E0,1.562E-1,2.509E1,1.234E3,1.01E5,1.527E7,NaN,NaN,4.017E0,1.331E0,9.734E3,1.379E5,7.745E11,9.278E12,1.076E14,9.243E19,8.36E13,9.696E14,1.259E23,2.722E2,9.708E3,1.062E3,7.761E11,4.525E10,6.255E8,9.306E19,4.075E11,5.649E9,5.528E14,3.87E1,2.43E-1,6.399E-4,1.592E3,1.608E-3,6.65E-2,5.757E-1,9.047E1,1.705E2,1.4E2,1.948E3,-1.326E2,-8.044E-1,8.019E-1,-6.065E-1,-2.388E0,-1.69E0,-1.264E0,-4.492E-1,-6.915E-1,-9.459E-1,-1.72E-1,-7.043E-1,-4.842E-1,-7.866E-1,4.401E-1,-2.209E-1,1.765E-1,-7.51E-2,9.864E-2,-3.051E-2,1.003E-1,-1.021E-2,0E0,1.846E-1,6.55E1,3.168E3,1.765E5,3.732E7,NaN,NaN,-5.406E0,1.847E0,3.978E7,3.902E8,-1.583E15,-1.552E16,-1.522E17,1.259E23,1.401E17,1.374E18,1.188E26,-1.414E3,3.997E7,2.945E5,-1.598E15,-1.177E13,-8.673E10,1.277E23,1.067E14,7.859E11,5.108E16
1.799E1,1.309E-1,1.011E-3,1.943E2,1.261E-3,4.789E-2,7.886E-2,3.839E1,5.807E1,4.08E1,8.268E2,2.906E1,7.81E0,5.529E0,3.743E0,3.454E0,3.038E0,2.651E0,2.391E0,2.483E0,2.155E0,2.126E0,2.037E0,2.126E0,1.422E-1,3.109E-1,2.758E-1,1.779E-1,1.752E-1,1.376E-1,1.29E-1,1.278E-1,1.279E-1,0E0,9.636E-2,2.222E1,1.484E3,1.11E5,2E7,NaN,NaN,2.085E0,7.849E-1,1.461E4,1.246E5,1.164E12,1.067E13,9.737E13,1.391E20,9.612E13,8.769E14,1.141E23,2.485E2,1.457E4,1.884E2,1.166E12,1.166E10,1.117E8,1.399E20,1.063E11,1.017E9,9.934E13,1.832E1,1.152E-1,3.527E-4,1.644E3,1.181E-3,4.631E-2,5.991E-1,4.44E1,1.618E2,6.081E1,9.561E2,-1.478E2,8.986E0,-6.447E-1,1.79E-1,-1.031E0,-5.573E-1,-6.098E-1,4.454E-1,-5.237E-1,-6.39E-1,-6.314E-1,3.482E-1,1.869E-1,-9.314E-1,5.725E-1,-7.53E-2,8.799E-2,-3.175E-3,6.36E-2,-3.621E-2,3.856E-2,3.335E-3,0E0,9.49E-2,3.934E1,2.187E3,1.844E5,3.449E7,NaN,NaN,-5.597E0,9.496E-1,3.983E7,3.906E8,-1.586E15,-1.556E16,-1.526E17,1.263E23,1.404E17,1.377E18,1.192E26,-1.421E3,4.001E7,2.965E5,-1.601E15,-1.186E13,-8.788E10,1.281E23,1.075E14,7.964E11,5.211E16
1.157E1,9.693E-2,2.819E-4,3.426E2,7.62E-4,2.898E-2,1.076E-1,2.67E1,2.772E1,3.563E1,5.75E2,1.94E2,4.539E0,4.38E0,2.627E0,2.648E0,2.297E0,2.201E0,2.032E0,2.034E0,2.186E0,1.91E0,2.015E0,2.031E0,1.974E-1,3.387E-1,2.299E-1,1.765E-1,1.426E-1,1.187E-1,1.125E-1,1.129E-1,9.944E-2,0E0,6.438E-2,1.795E1,1.438E3,1.116E5,2.023E7,NaN,NaN,2.077E1,5.731E-1,7.445E6,7.302E7,2.968E14,2.911E15,2.855E16,2.367E22,2.627E16,2.576E17,2.233E25,1.922E3,1.056E4,5.644E2,8.458E11,2.574E10,3.364E8,1.016E20,2.32E11,3.038E9,3.008E14,1.671E1,9.371E-2,1.68E-4,1.579E3,1.207E-3,4.787E-2,5.543E-1,4.269E1,2.018E2,6.91E1,9.193E2,-1.69E2,7.776E0,-7.896E-1,-3.63E-1,-1.666E0,-1.452E0,-1.586E0,-1.444E0,-6.436E-1,-8.091E-2,5.332E-1,-1.565E-1,-1.535E-1,-9.105E-1,4.472E-1,1.604E-2,1.755E-1,-5.087E-2,9.309E-2,-5.113E-3,9.024E-2,8.903E-3,0E0,1.136E-1,4.272E1,2.816E3,2.579E5,4.533E7,NaN,NaN,-9.608E0,1.137E0,3.843E7,3.769E8,-1.532E15,-1.503E16,-1.474E17,1.222E23,1.356E17,1.33E18,1.153E26,-1.683E3,4.006E7,2.981E5,-1.604E15,-1.194E13,-8.884E10,1.285E23,1.082E14,8.05E11,5.296E16
1.003E1,9.151E-2,4.761E-3,2.131E2,2.349E-3,7.428E-2,6.939E-2,2.901E1,4.092E0,2.906E2,6.247E2,5.277E1,5.725E0,3.561E0,2.634E0,2.344E0,1.832E0,1.859E0,1.965E0,1.625E0,1.708E0,1.921E0,2.076E0,2.207E0,7.892E-2,3.359E-1,2.008E-1,1.103E-1,8.837E-2,7.055E-2,7.188E-2,7.423E-2,6.595E-2,0E0,1.781E-1,2.284E1,1.835E3,1.406E5,2.67E7,NaN,NaN,4.146E0,1.415E0,3.113E3,3.364E4,2.484E11,2.553E12,2.632E13,2.973E19,2.298E13,2.37E14,3.09E22,2.307E2,3.115E3,2.032E2,2.497E11,7.239E9,1.213E8,3.002E19,6.468E10,1.093E9,1.087E14,1.296E1,7.975E-2,3.616E-3,1.681E3,6.584E-3,2.611E-1,5.994E-1,4.148E1,2.125E2,1.942E3,8.931E2,-9.632E1,7.518E0,1.271E0,7.214E-1,-5.619E-1,5.302E-1,-4.434E-1,-6.946E-1,1.03E-1,9.677E-1,4.793E-1,3.362E-1,-3.32E-1,-9.44E-1,2.542E-1,-1.083E-1,7.346E-2,-3.9E-2,7.759E-2,1.534E-3,6.847E-2,-1.075E-2,0E0,6.322E-1,4.478E1,3.188E3,2.493E5,4.717E7,NaN,NaN,-4.21E0,6.345E0,3.989E7,3.912E8,-1.591E15,-1.561E16,-1.531E17,1.27E23,1.408E17,1.381E18,1.198E26,-8.429E2,4.008E7,2.986E5,-1.606E15,-1.197E13,-8.914E10,1.288E23,1.084E14,8.077E11,5.323E16
4.95E0,3.275E-2,5.115E-5,1.407E2,1.403E-4,5.659E-3,7.263E-2,1.185E1,1.92E1,1.83E0,2.553E2,2.376E1,3.029E0,2.188E0,1.685E0,1.621E0,1.532E0,1.419E0,1.315E0,1.328E0,1.273E0,1.209E0,1.194E0,1.106E0,3.495E-2,1.641E-1,1.749E-1,1.086E-1,6.886E-2,7.264E-2,5.779E-2,5.843E-2,5.267E-2,0E0,1.783E-2,8.293E0,7.284E2,6.426E4,1.144E7,NaN,NaN,2.41E0,1.472E-1,1.016E4,7.414E4,8.109E11,6.935E12,5.804E13,9.709E19,6.25E13,5.23E14,6.815E22,8.594E1,1.016E4,1.006E2,8.146E11,6.989E9,6.007E7,9.8E19,6.307E10,5.424E8,5.379E13,1.546E1,1.017E-1,2.101E-5,1.595E3,3.668E-4,1.495E-2,5.684E-1,3.93E1,2.111E2,6.088E0,8.462E2,-1.488E2,1.078E1,-4.929E0,4.149E-1,8.719E-1,8.016E-1,-7.461E-1,-8.719E-1,-8.736E-1,-1.927E-1,1.242E-1,-5.414E-2,1.507E-1,-9.653E-1,7.508E-1,-8.868E-2,1.485E-2,-7.879E-2,1.865E-2,-5.365E-2,1.463E-2,-3.249E-2,0E0,4.229E-2,3.231E1,1.533E3,1.551E5,2.567E7,NaN,NaN,-6.883E0,4.231E-1,3.991E7,3.914E8,-1.593E15,-1.562E16,-1.532E17,1.272E23,1.41E17,1.382E18,1.199E26,-1.429E3,4.01E7,2.985E5,-1.608E15,-1.197E13,-8.908E10,1.29E23,1.085E14,8.072E11,5.318E16
3.941E1,2.39E-1,1.328E-3,5.122E2,1.752E-3,6.706E-2,1.344E-1,7.575E1,3.561E1,9.403E1,1.631E3,2.745E2,1.057E1,6.297E0,5.405E0,3.86E0,3.285E0,2.588E0,2.347E0,2.16E0,1.616E0,1.698E0,1.771E0,1.654E0,3.982E-1,3.561E-1,2.892E-1,2.132E-1,2.097E-1,1.655E-1,1.643E-1,1.298E-1,1.387E-1,0E0,1.743E-1,3.848E1,1.639E3,1.35E5,2.007E7,NaN,NaN,2.952E1,1.253E0,1.025E7,1.005E8,4.092E14,4.013E15,3.935E16,3.269E22,3.621E16,3.55E17,3.082E25,2.71E3,3.777E3,1.296E2,3.031E11,4.083E9,7.739E7,3.649E19,3.645E10,6.972E8,6.93E13,2.588E1,1.636E-1,9.39E-4,1.43E3,2.203E-3,8.933E-2,4.735E-1,5.885E1,1.829E2,2.585E2,1.267E3,-2.113E2,7.423E0,3.699E0,2.71E0,-1.79E0,6.02E-1,-1.181E0,-3.299E-1,5.493E-3,-2.643E-2,-6.035E-2,-3.352E-1,9.043E-1,-7.625E-1,3.973E-1,-1.054E-1,5.506E-2,-7.904E-2,1.134E-1,-2.309E-2,6.446E-2,-7.044E-2,0E0,2.176E-1,4.617E1,2.386E3,1.56E5,3.441E7,NaN,NaN,-1.291E1,2.182E0,3.711E7,3.639E8,-1.482E15,-1.453E16,-1.425E17,1.184E23,1.311E17,1.286E18,1.116E26,-1.974E3,4.013E7,2.985E5,-1.61E15,-1.198E13,-8.911E10,1.292E23,1.085E14,8.074E11,5.32E16
2.585E1,1.788E-1,1.508E-3,1.926E2,1.63E-3,6.271E-2,1.024E-1,5.334E1,5.491E1,1.732E2,1.148E3,4.622E1,1.007E1,5.74E0,4.677E0,3.537E0,2.838E0,2.491E0,2.507E0,2.278E0,2.135E0,2.322E0,2.055E0,2.006E0,2.097E-1,3.115E-1,2.65E-1,1.994E-1,1.89E-1,1.448E-1,1.412E-1,1.246E-1,1.247E-1,0E0,1.612E-1,2.801E1,1.558E3,1.212E5,2.112E7,NaN,NaN,3.719E0,1.479E0,1.54E4,1.68E5,1.231E12,1.274E13,1.317E14,1.476E20,1.147E14,1.186E15,1.549E23,3.508E2,1.537E4,2.332E2,1.234E12,1.36E10,1.393E8,1.487E20,1.231E11,1.261E9,1.247E14,2.511E1,1.676E-1,4.714E-4,1.575E3,1.172E-3,4.696E-2,6.246E-1,6.2E1,1.738E2,1.021E2,1.335E3,-1.522E2,5.407E0,-1.868E0,1.808E0,-1.789E0,-7.57E-1,-9.931E-1,-1.577E-1,-3.943E-1,-5.053E-1,-4.566E-1,2.829E-1,6.829E-1,-8.736E-1,4.756E-1,-1.293E-1,5.614E-2,-8.231E-2,6.205E-2,-1.715E-2,7.711E-2,-1.742E-2,0E0,1.188E-1,4.878E1,2.611E3,1.853E5,3.694E7,NaN,NaN,-6.07E0,1.189E0,3.997E7,3.92E8,-1.598E15,-1.567E16,-1.537E17,1.277E23,1.414E17,1.386E18,1.205E26,-1.504E3,4.016E7,2.986E5,-1.613E15,-1.199E13,-8.913E10,1.295E23,1.086E14,8.076E11,5.322E16
